UniqueMouse,Cohort,InjuredGroup,Treatment,HourOfDay,CumulativeHour,PercentSleep
C6-15,C6,mFPI,vehicle,22,95,38.5
C6-15,C6,mFPI,vehicle,23,96,46.39
C6-15,C6,mFPI,vehicle,0,97,32.39
C6-15,C6,mFPI,vehicle,1,98,37.89
C6-15,C6,mFPI,vehicle,2,99,5.0
C6-15,C6,mFPI,vehicle,3,100,38.61
C6-15,C6,mFPI,vehicle,4,101,21.06
C6-15,C6,mFPI,vehicle,5,102,47.56
C6-15,C6,mFPI,vehicle,6,103,69.28
C6-15,C6,mFPI,vehicle,7,104,21.78
C6-15,C6,mFPI,vehicle,8,105,84.78
C6-15,C6,mFPI,vehicle,9,106,34.56
C6-15,C6,mFPI,vehicle,10,107,67.11
C6-15,C6,mFPI,vehicle,11,108,78.94
C6-15,C6,mFPI,vehicle,12,109,76.72
C6-15,C6,mFPI,vehicle,13,110,48.78
C6-15,C6,mFPI,vehicle,14,111,95.22
C6-15,C6,mFPI,vehicle,15,112,59.22
C6-15,C6,mFPI,vehicle,16,113,57.61
C6-15,C6,mFPI,vehicle,17,114,75.0
C6-15,C6,mFPI,vehicle,18,115,34.94
C6-15,C6,mFPI,vehicle,19,116,0.5
C6-15,C6,mFPI,vehicle,20,117,4.11
C6-15,C6,mFPI,vehicle,21,118,32.28
C6-15,C6,mFPI,vehicle,22,119,27.78
C6-15,C6,mFPI,vehicle,23,120,3.11
C6-15,C6,mFPI,vehicle,0,121,49.61
C6-15,C6,mFPI,vehicle,1,122,72.17
C6-15,C6,mFPI,vehicle,2,123,18.67
C6-15,C6,mFPI,vehicle,3,124,39.56
C6-15,C6,mFPI,vehicle,4,125,2.0
C6-15,C6,mFPI,vehicle,5,126,40.67
C6-15,C6,mFPI,vehicle,6,127,70.06
C6-15,C6,mFPI,vehicle,7,128,87.06
C6-15,C6,mFPI,vehicle,8,129,83.83
C6-15,C6,mFPI,vehicle,9,130,38.0
C6-15,C6,mFPI,vehicle,10,131,92.22
C6-15,C6,mFPI,vehicle,11,132,67.61
C6-15,C6,mFPI,vehicle,12,133,80.0
C6-15,C6,mFPI,vehicle,13,134,48.5
C6-15,C6,mFPI,vehicle,14,135,83.83
C6-15,C6,mFPI,vehicle,15,136,75.83
C6-15,C6,mFPI,vehicle,16,137,85.11
C6-15,C6,mFPI,vehicle,17,138,65.17
C6-15,C6,mFPI,vehicle,18,139,4.78
C6-15,C6,mFPI,vehicle,19,140,3.5
C6-15,C6,mFPI,vehicle,20,141,3.83
C6-15,C6,mFPI,vehicle,21,142,14.56
C6-15,C6,mFPI,vehicle,22,143,50.67
C6-15,C6,mFPI,vehicle,23,144,3.56
C6-15,C6,mFPI,vehicle,0,145,79.56
C6-15,C6,mFPI,vehicle,1,146,46.67
C6-15,C6,mFPI,vehicle,2,147,76.22
C6-15,C6,mFPI,vehicle,3,148,38.22
C6-15,C6,mFPI,vehicle,4,149,54.5
C6-15,C6,mFPI,vehicle,5,150,43.0
C6-15,C6,mFPI,vehicle,6,151,56.11
C6-15,C6,mFPI,vehicle,7,152,83.56
C6-15,C6,mFPI,vehicle,8,153,91.0
C7-02,C7,mFPI,vehicle,11,12,74.56
C7-02,C7,mFPI,vehicle,12,13,54.33
C7-02,C7,mFPI,vehicle,13,14,55.17
C7-02,C7,mFPI,vehicle,14,15,40.94
C7-02,C7,mFPI,vehicle,15,16,83.44
C7-02,C7,mFPI,vehicle,16,17,57.22
C7-02,C7,mFPI,vehicle,17,18,55.06
C7-02,C7,mFPI,vehicle,18,19,46.83
C7-02,C7,mFPI,vehicle,19,20,1.0
C7-02,C7,mFPI,vehicle,20,21,33.0
C7-02,C7,mFPI,vehicle,21,22,0.83
C7-02,C7,mFPI,vehicle,22,23,38.78
C7-02,C7,mFPI,vehicle,23,24,37.78
C7-02,C7,mFPI,vehicle,0,25,2.78
C7-02,C7,mFPI,vehicle,1,26,34.83
C7-02,C7,mFPI,vehicle,2,27,20.44
C7-02,C7,mFPI,vehicle,3,28,14.83
C7-02,C7,mFPI,vehicle,4,29,58.94
C7-02,C7,mFPI,vehicle,5,30,36.56
C7-02,C7,mFPI,vehicle,6,31,78.5
C7-02,C7,mFPI,vehicle,7,32,63.61
C7-02,C7,mFPI,vehicle,8,33,80.61
C7-02,C7,mFPI,vehicle,9,34,67.78
C7-02,C7,mFPI,vehicle,10,35,50.78
C7-02,C7,mFPI,vehicle,11,36,81.61
C7-02,C7,mFPI,vehicle,12,37,62.61
C7-02,C7,mFPI,vehicle,13,38,82.17
C7-02,C7,mFPI,vehicle,14,39,31.11
C7-02,C7,mFPI,vehicle,15,40,79.17
C7-02,C7,mFPI,vehicle,16,41,59.67
C7-02,C7,mFPI,vehicle,17,42,56.94
C7-02,C7,mFPI,vehicle,18,43,26.67
C7-02,C7,mFPI,vehicle,19,44,0.33
C7-02,C7,mFPI,vehicle,20,45,41.06
C7-02,C7,mFPI,vehicle,21,46,0.78
C7-02,C7,mFPI,vehicle,22,47,44.5
C7-02,C7,mFPI,vehicle,23,48,47.28
C7-02,C7,mFPI,vehicle,0,49,31.83
C7-02,C7,mFPI,vehicle,1,50,17.44
C7-02,C7,mFPI,vehicle,2,51,25.61
C7-02,C7,mFPI,vehicle,3,52,1.0
C7-02,C7,mFPI,vehicle,4,53,55.72
C7-02,C7,mFPI,vehicle,5,54,47.0
C7-02,C7,mFPI,vehicle,6,55,89.94
C7-02,C7,mFPI,vehicle,7,56,22.44
C7-02,C7,mFPI,vehicle,8,57,64.89
C7-02,C7,mFPI,vehicle,9,58,88.56
C7-02,C7,mFPI,vehicle,10,59,44.94
C7-02,C7,mFPI,vehicle,11,60,88.89
C7-02,C7,mFPI,vehicle,12,61,69.78
C7-02,C7,mFPI,vehicle,13,62,83.11
C7-02,C7,mFPI,vehicle,14,63,26.72
C7-02,C7,mFPI,vehicle,15,64,92.72
C7-02,C7,mFPI,vehicle,16,65,72.56
C7-02,C7,mFPI,vehicle,17,66,70.0
C7-02,C7,mFPI,vehicle,18,67,5.39
C7-02,C7,mFPI,vehicle,19,68,2.72
C7-02,C7,mFPI,vehicle,20,69,17.44
C7-02,C7,mFPI,vehicle,21,70,1.44
C7-02,C7,mFPI,vehicle,22,71,46.11
C7-02,C7,mFPI,vehicle,23,72,1.5
C7-02,C7,mFPI,vehicle,0,73,53.94
C7-02,C7,mFPI,vehicle,1,74,16.11
C7-02,C7,mFPI,vehicle,2,75,1.67
C7-02,C7,mFPI,vehicle,3,76,24.33
C7-02,C7,mFPI,vehicle,4,77,37.61
C7-02,C7,mFPI,vehicle,5,78,37.83
C7-02,C7,mFPI,vehicle,6,79,90.33
C7-02,C7,mFPI,vehicle,7,80,68.83
C7-02,C7,mFPI,vehicle,8,81,75.33
C7-02,C7,mFPI,vehicle,9,82,50.39
C7-02,C7,mFPI,vehicle,10,83,65.67
C7-02,C7,mFPI,vehicle,11,84,1.72
C7-07,C7,mFPI,vehicle,11,12,94.0
C7-07,C7,mFPI,vehicle,12,13,82.39
C7-07,C7,mFPI,vehicle,13,14,87.17
C7-07,C7,mFPI,vehicle,14,15,81.33
C7-07,C7,mFPI,vehicle,15,16,87.22
C7-07,C7,mFPI,vehicle,16,17,88.22
C7-07,C7,mFPI,vehicle,17,18,90.0
C7-07,C7,mFPI,vehicle,18,19,66.17
C7-07,C7,mFPI,vehicle,19,20,11.83
C7-07,C7,mFPI,vehicle,20,21,9.28
C7-07,C7,mFPI,vehicle,21,22,8.94
C7-07,C7,mFPI,vehicle,22,23,54.06
C7-07,C7,mFPI,vehicle,23,24,7.61
C7-07,C7,mFPI,vehicle,0,25,52.5
C7-07,C7,mFPI,vehicle,1,26,4.56
C7-07,C7,mFPI,vehicle,2,27,7.33
C7-07,C7,mFPI,vehicle,3,28,63.5
C7-07,C7,mFPI,vehicle,4,29,66.5
C7-07,C7,mFPI,vehicle,5,30,72.5
C7-07,C7,mFPI,vehicle,6,31,97.67
C7-07,C7,mFPI,vehicle,7,32,81.22
C7-07,C7,mFPI,vehicle,8,33,86.56
C7-07,C7,mFPI,vehicle,9,34,91.44
C7-07,C7,mFPI,vehicle,10,35,83.22
C7-07,C7,mFPI,vehicle,11,36,91.67
C7-07,C7,mFPI,vehicle,12,37,89.89
C7-07,C7,mFPI,vehicle,13,38,87.44
C7-07,C7,mFPI,vehicle,14,39,62.33
C7-07,C7,mFPI,vehicle,15,40,84.56
C7-07,C7,mFPI,vehicle,16,41,58.72
C7-07,C7,mFPI,vehicle,17,42,77.39
C7-07,C7,mFPI,vehicle,18,43,45.0
C7-07,C7,mFPI,vehicle,19,44,1.28
C7-07,C7,mFPI,vehicle,20,45,2.89
C7-07,C7,mFPI,vehicle,21,46,53.11
C7-07,C7,mFPI,vehicle,22,47,40.56
C7-07,C7,mFPI,vehicle,23,48,19.28
C7-07,C7,mFPI,vehicle,0,49,56.22
C7-07,C7,mFPI,vehicle,1,50,30.33
C7-07,C7,mFPI,vehicle,2,51,0.44
C7-07,C7,mFPI,vehicle,3,52,32.94
C7-07,C7,mFPI,vehicle,4,53,56.28
C7-07,C7,mFPI,vehicle,5,54,90.89
C7-07,C7,mFPI,vehicle,6,55,65.06
C7-07,C7,mFPI,vehicle,7,56,89.5
C7-07,C7,mFPI,vehicle,8,57,76.0
C7-07,C7,mFPI,vehicle,9,58,80.39
C7-07,C7,mFPI,vehicle,10,59,96.94
C7-07,C7,mFPI,vehicle,11,60,79.56
C7-07,C7,mFPI,vehicle,12,61,78.33
C7-07,C7,mFPI,vehicle,13,62,94.39
C7-07,C7,mFPI,vehicle,14,63,71.33
C7-07,C7,mFPI,vehicle,15,64,67.06
C7-07,C7,mFPI,vehicle,16,65,91.83
C7-07,C7,mFPI,vehicle,17,66,84.06
C7-07,C7,mFPI,vehicle,18,67,7.22
C7-07,C7,mFPI,vehicle,19,68,2.0
C7-07,C7,mFPI,vehicle,20,69,50.78
C7-07,C7,mFPI,vehicle,21,70,14.56
C7-07,C7,mFPI,vehicle,22,71,37.28
C7-07,C7,mFPI,vehicle,23,72,61.39
C7-07,C7,mFPI,vehicle,0,73,65.06
C7-07,C7,mFPI,vehicle,1,74,43.0
C7-07,C7,mFPI,vehicle,2,75,3.17
C7-07,C7,mFPI,vehicle,3,76,31.61
C7-07,C7,mFPI,vehicle,4,77,44.83
C7-07,C7,mFPI,vehicle,5,78,49.06
C7-07,C7,mFPI,vehicle,6,79,98.28
C7-07,C7,mFPI,vehicle,7,80,72.33
C7-07,C7,mFPI,vehicle,8,81,83.39
C7-07,C7,mFPI,vehicle,9,82,79.61
C7-07,C7,mFPI,vehicle,10,83,56.17
C7-07,C7,mFPI,vehicle,11,84,0.0
C7-14,C7,mFPI,vehicle,11,12,75.06
C7-14,C7,mFPI,vehicle,12,13,66.67
C7-14,C7,mFPI,vehicle,13,14,62.33
C7-14,C7,mFPI,vehicle,14,15,54.33
C7-14,C7,mFPI,vehicle,15,16,92.56
C7-14,C7,mFPI,vehicle,16,17,51.11
C7-14,C7,mFPI,vehicle,17,18,85.56
C7-14,C7,mFPI,vehicle,18,19,31.89
C7-14,C7,mFPI,vehicle,19,20,3.89
C7-14,C7,mFPI,vehicle,20,21,2.67
C7-14,C7,mFPI,vehicle,21,22,0.83
C7-14,C7,mFPI,vehicle,22,23,39.22
C7-14,C7,mFPI,vehicle,23,24,2.22
C7-14,C7,mFPI,vehicle,0,25,47.89
C7-14,C7,mFPI,vehicle,1,26,6.5
C7-14,C7,mFPI,vehicle,2,27,47.89
C7-14,C7,mFPI,vehicle,3,28,35.61
C7-14,C7,mFPI,vehicle,4,29,47.22
C7-14,C7,mFPI,vehicle,5,30,69.78
C7-14,C7,mFPI,vehicle,6,31,72.72
C7-14,C7,mFPI,vehicle,7,32,79.06
C7-14,C7,mFPI,vehicle,8,33,87.28
C7-14,C7,mFPI,vehicle,9,34,41.22
C7-14,C7,mFPI,vehicle,10,35,80.44
C7-14,C7,mFPI,vehicle,11,36,52.83
C7-14,C7,mFPI,vehicle,12,37,80.11
C7-14,C7,mFPI,vehicle,13,38,63.17
C7-14,C7,mFPI,vehicle,14,39,48.0
C7-14,C7,mFPI,vehicle,15,40,93.33
C7-14,C7,mFPI,vehicle,16,41,57.89
C7-14,C7,mFPI,vehicle,17,42,62.39
C7-14,C7,mFPI,vehicle,18,43,23.89
C7-14,C7,mFPI,vehicle,19,44,17.44
C7-14,C7,mFPI,vehicle,20,45,4.67
C7-14,C7,mFPI,vehicle,21,46,51.22
C7-14,C7,mFPI,vehicle,22,47,1.78
C7-14,C7,mFPI,vehicle,23,48,39.0
C7-14,C7,mFPI,vehicle,0,49,17.94
C7-14,C7,mFPI,vehicle,1,50,23.39
C7-14,C7,mFPI,vehicle,2,51,3.72
C7-14,C7,mFPI,vehicle,3,52,57.61
C7-14,C7,mFPI,vehicle,4,53,28.0
C7-14,C7,mFPI,vehicle,5,54,63.0
C7-14,C7,mFPI,vehicle,6,55,88.22
C7-14,C7,mFPI,vehicle,7,56,77.28
C7-14,C7,mFPI,vehicle,8,57,46.94
C7-14,C7,mFPI,vehicle,9,58,69.28
C7-14,C7,mFPI,vehicle,10,59,87.44
C7-14,C7,mFPI,vehicle,11,60,44.5
C7-14,C7,mFPI,vehicle,12,61,90.72
C7-14,C7,mFPI,vehicle,13,62,71.72
C7-14,C7,mFPI,vehicle,14,63,91.39
C7-14,C7,mFPI,vehicle,15,64,29.83
C7-14,C7,mFPI,vehicle,16,65,92.39
C7-14,C7,mFPI,vehicle,17,66,64.5
C7-14,C7,mFPI,vehicle,18,67,10.78
C7-14,C7,mFPI,vehicle,19,68,2.72
C7-14,C7,mFPI,vehicle,20,69,16.83
C7-14,C7,mFPI,vehicle,21,70,30.0
C7-14,C7,mFPI,vehicle,22,71,0.78
C7-14,C7,mFPI,vehicle,23,72,15.5
C7-14,C7,mFPI,vehicle,0,73,31.83
C7-14,C7,mFPI,vehicle,1,74,4.33
C7-14,C7,mFPI,vehicle,2,75,61.78
C7-14,C7,mFPI,vehicle,3,76,4.5
C7-14,C7,mFPI,vehicle,4,77,29.28
C7-14,C7,mFPI,vehicle,5,78,91.28
C7-14,C7,mFPI,vehicle,6,79,66.5
C7-14,C7,mFPI,vehicle,7,80,87.28
C7-14,C7,mFPI,vehicle,8,81,83.17
C7-14,C7,mFPI,vehicle,9,82,48.78
C7-14,C7,mFPI,vehicle,10,83,55.5
C7-14,C7,mFPI,vehicle,11,84,0.78
C7-15,C7,Sham,vehicle,11,12,81.67
C7-15,C7,Sham,vehicle,12,13,45.78
C7-15,C7,Sham,vehicle,13,14,86.67
C7-15,C7,Sham,vehicle,14,15,69.89
C7-15,C7,Sham,vehicle,15,16,76.22
C7-15,C7,Sham,vehicle,16,17,60.44
C7-15,C7,Sham,vehicle,17,18,60.56
C7-15,C7,Sham,vehicle,18,19,22.0
C7-15,C7,Sham,vehicle,19,20,0.17
C7-15,C7,Sham,vehicle,20,21,0.22
C7-15,C7,Sham,vehicle,21,22,0.94
C7-15,C7,Sham,vehicle,22,23,40.83
C7-15,C7,Sham,vehicle,23,24,11.22
C7-15,C7,Sham,vehicle,0,25,27.11
C7-15,C7,Sham,vehicle,1,26,6.56
C7-15,C7,Sham,vehicle,2,27,68.17
C7-15,C7,Sham,vehicle,3,28,26.11
C7-15,C7,Sham,vehicle,4,29,28.22
C7-15,C7,Sham,vehicle,5,30,12.0
C7-15,C7,Sham,vehicle,6,31,93.33
C7-15,C7,Sham,vehicle,7,32,11.78
C7-15,C7,Sham,vehicle,8,33,95.61
C7-15,C7,Sham,vehicle,9,34,48.33
C7-15,C7,Sham,vehicle,10,35,92.89
C7-15,C7,Sham,vehicle,11,36,94.06
C7-15,C7,Sham,vehicle,12,37,24.61
C7-15,C7,Sham,vehicle,13,38,95.11
C7-15,C7,Sham,vehicle,14,39,59.56
C7-15,C7,Sham,vehicle,15,40,68.78
C7-15,C7,Sham,vehicle,16,41,69.72
C7-15,C7,Sham,vehicle,17,42,58.11
C7-15,C7,Sham,vehicle,18,43,3.94
C7-15,C7,Sham,vehicle,19,44,1.5
C7-15,C7,Sham,vehicle,20,45,21.39
C7-15,C7,Sham,vehicle,21,46,27.56
C7-15,C7,Sham,vehicle,22,47,47.33
C7-15,C7,Sham,vehicle,23,48,9.67
C7-15,C7,Sham,vehicle,0,49,29.44
C7-15,C7,Sham,vehicle,1,50,27.94
C7-15,C7,Sham,vehicle,2,51,0.11
C7-15,C7,Sham,vehicle,3,52,27.61
C7-15,C7,Sham,vehicle,4,53,38.17
C7-15,C7,Sham,vehicle,5,54,46.94
C7-15,C7,Sham,vehicle,6,55,95.11
C7-15,C7,Sham,vehicle,7,56,17.94
C7-15,C7,Sham,vehicle,8,57,83.94
C7-15,C7,Sham,vehicle,9,58,72.17
C7-15,C7,Sham,vehicle,10,59,41.28
C7-15,C7,Sham,vehicle,11,60,93.06
C7-15,C7,Sham,vehicle,12,61,64.5
C7-15,C7,Sham,vehicle,13,62,79.17
C7-15,C7,Sham,vehicle,14,63,87.22
C7-15,C7,Sham,vehicle,15,64,65.5
C7-15,C7,Sham,vehicle,16,65,63.11
C7-15,C7,Sham,vehicle,17,66,55.22
C7-15,C7,Sham,vehicle,18,67,8.89
C7-15,C7,Sham,vehicle,19,68,0.39
C7-15,C7,Sham,vehicle,20,69,6.0
C7-15,C7,Sham,vehicle,21,70,56.89
C7-15,C7,Sham,vehicle,22,71,0.22
C7-15,C7,Sham,vehicle,23,72,43.61
C7-15,C7,Sham,vehicle,0,73,11.78
C7-15,C7,Sham,vehicle,1,74,38.61
C7-15,C7,Sham,vehicle,2,75,20.72
C7-15,C7,Sham,vehicle,3,76,39.06
C7-15,C7,Sham,vehicle,4,77,12.39
C7-15,C7,Sham,vehicle,5,78,27.78
C7-15,C7,Sham,vehicle,6,79,72.83
C7-15,C7,Sham,vehicle,7,80,83.44
C7-15,C7,Sham,vehicle,8,81,21.67
C7-15,C7,Sham,vehicle,9,82,63.11
C7-15,C7,Sham,vehicle,10,83,50.61
C7-15,C7,Sham,vehicle,11,84,3.0
C8-05,C8,Sham,vehicle,16,17,0.78
C8-05,C8,Sham,vehicle,17,18,24.0
C8-05,C8,Sham,vehicle,18,19,62.89
C8-05,C8,Sham,vehicle,19,20,17.44
C8-05,C8,Sham,vehicle,20,21,1.28
C8-05,C8,Sham,vehicle,21,22,3.17
C8-05,C8,Sham,vehicle,22,23,31.28
C8-05,C8,Sham,vehicle,23,24,49.06
C8-05,C8,Sham,vehicle,0,25,5.78
C8-05,C8,Sham,vehicle,1,26,6.89
C8-05,C8,Sham,vehicle,2,27,84.11
C8-05,C8,Sham,vehicle,3,28,15.11
C8-05,C8,Sham,vehicle,4,29,23.78
C8-05,C8,Sham,vehicle,5,30,57.5
C8-05,C8,Sham,vehicle,6,31,79.89
C8-05,C8,Sham,vehicle,7,32,40.39
C8-05,C8,Sham,vehicle,8,33,77.78
C8-05,C8,Sham,vehicle,9,34,46.0
C8-05,C8,Sham,vehicle,10,35,76.17
C8-05,C8,Sham,vehicle,11,36,62.56
C8-05,C8,Sham,vehicle,12,37,68.17
C8-05,C8,Sham,vehicle,13,38,70.44
C8-05,C8,Sham,vehicle,14,39,74.83
C8-05,C8,Sham,vehicle,15,40,54.39
C8-05,C8,Sham,vehicle,16,41,69.83
C8-05,C8,Sham,vehicle,17,42,41.78
C8-05,C8,Sham,vehicle,18,43,86.0
C8-05,C8,Sham,vehicle,19,44,41.89
C8-05,C8,Sham,vehicle,20,45,0.72
C8-05,C8,Sham,vehicle,21,46,0.39
C8-05,C8,Sham,vehicle,22,47,5.33
C8-05,C8,Sham,vehicle,23,48,51.33
C8-05,C8,Sham,vehicle,0,49,47.44
C8-05,C8,Sham,vehicle,1,50,38.06
C8-05,C8,Sham,vehicle,2,51,62.44
C8-05,C8,Sham,vehicle,3,52,47.94
C8-05,C8,Sham,vehicle,4,53,19.56
C8-05,C8,Sham,vehicle,5,54,57.78
C8-05,C8,Sham,vehicle,6,55,30.83
C8-05,C8,Sham,vehicle,7,56,82.67
C8-05,C8,Sham,vehicle,8,57,54.28
C8-05,C8,Sham,vehicle,9,58,56.89
C8-05,C8,Sham,vehicle,10,59,63.72
C8-05,C8,Sham,vehicle,11,60,71.22
C8-05,C8,Sham,vehicle,12,61,55.61
C8-05,C8,Sham,vehicle,13,62,58.83
C8-05,C8,Sham,vehicle,14,63,59.61
C8-05,C8,Sham,vehicle,15,64,63.94
C8-05,C8,Sham,vehicle,16,65,61.78
C8-05,C8,Sham,vehicle,17,66,46.33
C8-05,C8,Sham,vehicle,18,67,72.89
C8-05,C8,Sham,vehicle,19,68,44.33
C8-05,C8,Sham,vehicle,20,69,40.67
C8-05,C8,Sham,vehicle,21,70,30.17
C8-05,C8,Sham,vehicle,22,71,1.61
C8-05,C8,Sham,vehicle,23,72,7.22
C8-05,C8,Sham,vehicle,0,73,42.39
C8-05,C8,Sham,vehicle,1,74,38.44
C8-05,C8,Sham,vehicle,2,75,38.5
C8-05,C8,Sham,vehicle,3,76,35.72
C8-05,C8,Sham,vehicle,4,77,11.28
C8-05,C8,Sham,vehicle,5,78,56.33
C8-05,C8,Sham,vehicle,6,79,33.06
C8-05,C8,Sham,vehicle,7,80,90.39
C8-05,C8,Sham,vehicle,8,81,33.44
C8-05,C8,Sham,vehicle,9,82,88.17
C8-05,C8,Sham,vehicle,10,83,22.94
C8-05,C8,Sham,vehicle,11,84,55.72
C8-05,C8,Sham,vehicle,12,85,95.44
C8-05,C8,Sham,vehicle,13,86,39.78
C8-05,C8,Sham,vehicle,14,87,64.28
C8-05,C8,Sham,vehicle,15,88,75.11
C8-05,C8,Sham,vehicle,16,89,80.0
C8-05,C8,Sham,vehicle,17,90,33.06
C8-05,C8,Sham,vehicle,18,91,72.94
C8-05,C8,Sham,vehicle,19,92,33.11
C8-05,C8,Sham,vehicle,20,93,21.11
C8-05,C8,Sham,vehicle,21,94,12.89
C8-05,C8,Sham,vehicle,22,95,19.61
C8-05,C8,Sham,vehicle,23,96,31.0
C8-05,C8,Sham,vehicle,0,97,23.5
C8-05,C8,Sham,vehicle,1,98,30.67
C8-05,C8,Sham,vehicle,2,99,49.67
C8-05,C8,Sham,vehicle,3,100,64.72
C8-05,C8,Sham,vehicle,4,101,36.67
C8-05,C8,Sham,vehicle,5,102,24.94
C8-05,C8,Sham,vehicle,6,103,77.72
C8-05,C8,Sham,vehicle,7,104,53.56
C8-05,C8,Sham,vehicle,8,105,67.67
C8-05,C8,Sham,vehicle,9,106,38.89
C8-05,C8,Sham,vehicle,10,107,76.22
C8-05,C8,Sham,vehicle,11,108,43.06
C8-05,C8,Sham,vehicle,12,109,84.78
C8-05,C8,Sham,vehicle,13,110,59.72
C8-05,C8,Sham,vehicle,14,111,61.33
C8-05,C8,Sham,vehicle,15,112,82.67
C8-05,C8,Sham,vehicle,16,113,85.39
C8-05,C8,Sham,vehicle,17,114,52.44
C8-05,C8,Sham,vehicle,18,115,77.89
C8-05,C8,Sham,vehicle,19,116,74.83
C8-05,C8,Sham,vehicle,20,117,8.39
C8-05,C8,Sham,vehicle,21,118,8.44
C8-05,C8,Sham,vehicle,22,119,30.06
C8-05,C8,Sham,vehicle,23,120,8.06
C8-05,C8,Sham,vehicle,0,121,46.56
C8-05,C8,Sham,vehicle,1,122,44.78
C8-05,C8,Sham,vehicle,2,123,16.17
C8-05,C8,Sham,vehicle,3,124,41.11
C8-05,C8,Sham,vehicle,4,125,54.72
C8-05,C8,Sham,vehicle,5,126,47.83
C8-05,C8,Sham,vehicle,6,127,59.11
C8-06,C8,Sham,vehicle,16,17,0.33
C8-06,C8,Sham,vehicle,17,18,3.83
C8-06,C8,Sham,vehicle,18,19,46.67
C8-06,C8,Sham,vehicle,19,20,11.33
C8-06,C8,Sham,vehicle,20,21,20.0
C8-06,C8,Sham,vehicle,21,22,0.56
C8-06,C8,Sham,vehicle,22,23,2.0
C8-06,C8,Sham,vehicle,23,24,2.0
C8-06,C8,Sham,vehicle,0,25,22.28
C8-06,C8,Sham,vehicle,1,26,18.78
C8-06,C8,Sham,vehicle,2,27,59.5
C8-06,C8,Sham,vehicle,3,28,35.22
C8-06,C8,Sham,vehicle,4,29,7.28
C8-06,C8,Sham,vehicle,5,30,74.5
C8-06,C8,Sham,vehicle,6,31,92.72
C8-06,C8,Sham,vehicle,7,32,30.39
C8-06,C8,Sham,vehicle,8,33,79.72
C8-06,C8,Sham,vehicle,9,34,60.83
C8-06,C8,Sham,vehicle,10,35,81.78
C8-06,C8,Sham,vehicle,11,36,9.0
C8-06,C8,Sham,vehicle,12,37,69.5
C8-06,C8,Sham,vehicle,13,38,81.11
C8-06,C8,Sham,vehicle,14,39,54.22
C8-06,C8,Sham,vehicle,15,40,68.11
C8-06,C8,Sham,vehicle,16,41,40.72
C8-06,C8,Sham,vehicle,17,42,67.0
C8-06,C8,Sham,vehicle,18,43,50.94
C8-06,C8,Sham,vehicle,19,44,23.33
C8-06,C8,Sham,vehicle,20,45,0.11
C8-06,C8,Sham,vehicle,21,46,0.0
C8-06,C8,Sham,vehicle,22,47,0.39
C8-06,C8,Sham,vehicle,23,48,2.17
C8-06,C8,Sham,vehicle,0,49,17.83
C8-06,C8,Sham,vehicle,1,50,65.5
C8-06,C8,Sham,vehicle,2,51,11.22
C8-06,C8,Sham,vehicle,3,52,64.89
C8-06,C8,Sham,vehicle,4,53,40.0
C8-06,C8,Sham,vehicle,5,54,74.33
C8-06,C8,Sham,vehicle,6,55,52.17
C8-06,C8,Sham,vehicle,7,56,31.56
C8-06,C8,Sham,vehicle,8,57,88.44
C8-06,C8,Sham,vehicle,9,58,35.89
C8-06,C8,Sham,vehicle,10,59,65.56
C8-06,C8,Sham,vehicle,11,60,35.72
C8-06,C8,Sham,vehicle,12,61,87.61
C8-06,C8,Sham,vehicle,13,62,32.94
C8-06,C8,Sham,vehicle,14,63,91.61
C8-06,C8,Sham,vehicle,15,64,57.56
C8-06,C8,Sham,vehicle,16,65,70.89
C8-06,C8,Sham,vehicle,17,66,60.17
C8-06,C8,Sham,vehicle,18,67,86.72
C8-06,C8,Sham,vehicle,19,68,4.44
C8-06,C8,Sham,vehicle,20,69,34.39
C8-06,C8,Sham,vehicle,21,70,0.78
C8-06,C8,Sham,vehicle,22,71,0.22
C8-06,C8,Sham,vehicle,23,72,0.11
C8-06,C8,Sham,vehicle,0,73,0.61
C8-06,C8,Sham,vehicle,1,74,36.72
C8-06,C8,Sham,vehicle,2,75,37.72
C8-06,C8,Sham,vehicle,3,76,33.44
C8-06,C8,Sham,vehicle,4,77,61.61
C8-06,C8,Sham,vehicle,5,78,21.61
C8-06,C8,Sham,vehicle,6,79,85.72
C8-06,C8,Sham,vehicle,7,80,29.06
C8-06,C8,Sham,vehicle,8,81,76.67
C8-06,C8,Sham,vehicle,9,82,54.17
C8-06,C8,Sham,vehicle,10,83,34.39
C8-06,C8,Sham,vehicle,11,84,60.39
C8-06,C8,Sham,vehicle,12,85,75.39
C8-06,C8,Sham,vehicle,13,86,37.17
C8-06,C8,Sham,vehicle,14,87,56.78
C8-06,C8,Sham,vehicle,15,88,60.06
C8-06,C8,Sham,vehicle,16,89,79.28
C8-06,C8,Sham,vehicle,17,90,70.83
C8-06,C8,Sham,vehicle,18,91,60.5
C8-06,C8,Sham,vehicle,19,92,27.28
C8-06,C8,Sham,vehicle,20,93,4.39
C8-06,C8,Sham,vehicle,21,94,0.83
C8-06,C8,Sham,vehicle,22,95,0.22
C8-06,C8,Sham,vehicle,23,96,2.33
C8-06,C8,Sham,vehicle,0,97,0.78
C8-06,C8,Sham,vehicle,1,98,17.67
C8-06,C8,Sham,vehicle,2,99,1.11
C8-06,C8,Sham,vehicle,3,100,65.33
